ENSV-O|Stavanger Offshore ACC (Below FL85) - Polaris|ENSV_20|ENSV-O
ENSV-O|Stavanger Offshore ACC (Below FL85) - Polaris|ENSV_21|ENSV-O
ENSV-O|Stavanger Offshore ACC (Below FL85) - Polaris|ENSV_22|ENSV-O
EPWW|Warszawa||EPWW
EPWW-N|Warszawa|EPWW_N|EPWW-N
EPWW-J|Warszawa|EPWW_J|EPWW-J
EPWW-G|Warszawa|EPWW_G|EPWW-G
ESAA|Sweden||ESAA
ESMM|Malmo ACC - Sweden||ESMM
ESMM-5|Malmo ACC (5) - Sweden|ESMM_5|ESMM-5
ESMM-7|Malmo ACC (7) - Sweden|ESMM_7|ESMM-7
ESMM-8|Malmo ACC (8) - Sweden|ESMM_8|ESMM-8
ESMM-K|Malmo ACC (K) - Sweden|ESMM_K|ESMM-K
ESOS|Stockholm ACC - Sweden||ESOS
ESOS-1|Stockholm ACC (1) - Sweden|ESOS_1|ESOS-1
ESOS-9|Stockholm ACC (9) - Sweden|ESOS_9|ESOS-9
ESOS-N|Stockholm ACC (N) - Sweden|ESOS_N|ESOS-N
ESOS-K|Stockholm ACC (K) - Sweden|ESOS_K|ESOS-K
ESSR|Stockholm RTC - Sweden||ESAA
EVRR|Riga||EVRR
EYVL|Vilnius||EYVL
EYVL-E|Vilnius|EYVL-E|EYVL-E
FACA|Cape Town (Bandbox) - Cape Town||FACA
FACA-E|Cape Town ACC (East) - Cape Town|FACA_E|FACA-E
FACA-W|Cape Town ACC (West) - Cape Town|FACA_W|FACA-W
FAJO|Johannesburg Oceanic||FAJO
FAJA|Johannesburg ACC (Bandbox) - Johannesburg||FAJA
FAJA-N|Johannesburg ACC (North) - Johannesburg|FAJA_N|FAJA-N
FAJA-S|Johannesburg ACC (South) - Johannesburg|FAJA_S|FAJA-S
FAJA-NW|Johannesburg ACC (Sector 2) - Johannesburg|FAJA_NW|FAJA-NW
FAJA-NE|Johannesburg ACC (Sector 1) - Johannesburg|FAJA_NE|FAJA-NE
FAJA-SW|Johannesburg ACC (Sector 4) - Johannesburg|FAJA_SW|FAJA-SW
FAJA-SE|Johannesburg ACC (Sector 3) - Johannesburg|FAJA_SE|FAJA-SE
FAJA-W|Johannesburg ACC (West) - Johannesburg|FAJA_W|FAJA-W
FAJA-E|Johannesburg ACC (East) - Johannesburg|FAJA_E|FAJA-E
FAJA-C|Johannesburg ACC (Central) - Johannesburg|FAJA_C|FAJA-C
FAMR|Lowveld Military Airspace Sector (SFC-FL195) - Lowveld Information|FAMR|FAMR
FASA|South Africa||FASA
FBGR|Gaborone||FBGR
FCCC|Brazzaville||FCCC
FIMM|Mauritius||FIMM
FLFI|Lusaka||FLFI
FMMM|Antananarivo||FMMM
FNAN|Luanda||FNAN
FQBE|Beira||FQBE
FSSS|Seychelles||FSSS
FTTT|N'Djamena||FTTT
FVHF|Harare||FVHF
FWLL|Lilongwe||FWLL
FYWH|Windhoek||FYWH
FZZA|Kinshasa||FZZA
GCCC|Canarias||GCCC
GCCC-R6|Canarias|GCCC_R6|GCCC-R6
GCCC-RES|Canarias (South East Sector Combined) - Canarias|GCCC_RES|GCCC-RES
GCCC-RW3|Canarias (North West Sector) - Canarias|GCCC_RW3|GCCC-RW3
GCCC-RC2|Canarias (Central Sector) - Canarias|GCCC_RC2|GCCC-RC2
GCCC-RCW|Canarias (Central West Sector) - Canarias|GCCC_RCW|GCCC-RCW
GCCC-RNE|Canarias (North East Sector) - Canarias|GCCC_RNE|GCCC-RNE
GCCO|Canarias Oceanic||GCCO
GLRB|Roberts||GLRB
GMMM|Casablanca||GMMM
GMAC|Agadir||GMAC
GOOO|Dakar||GOOO
GOOC|Dakar Oceanic||GOOC
GVSC|Sal Oceanic||GVSC
HAAA|Addis Ababa||HAAA
HBBA|Bujumbura||HBBA
HCSM|Mogadishu||HCSM
HECC|Cairo||HECC
HECC-1|Cairo ACC (Sector 1) - Cairo|HECC_1|HECC-1
HECC-2|Cairo ACC (Sector 2) - Cairo|HECC_2|HECC-2
HECC-3|Cairo ACC (Sector 3) - Cairo|HECC_3|HECC-3
HECC-46|Cairo ACC (Sectors 4-6) - Cairo|HECC_46|HECC-46
HECC-4|Cairo ACC (Sector 4) - Cairo|HECC_4|HECC-4
HECC-5|Cairo ACC (Sector 5) - Cairo|HECC_5|HECC-5
HECC-6|Cairo ACC (Sector 6) - Cairo|HECC_6|HECC-6
HHAA|Asmara||HHAA
HKNA|Nairobi||HKNA
HJJJ|Juba (Up to FL245)||HJJJ
HLLL|Tripoli|TIP|HLLL
HLLL|Tripoli|HLLT|HLLL
HLLB|Benina|BEN|HLLL
HRYR|Kigali||HRYR
HSSS|Khartoum||HSSS
HTDC|Dar-Es-Salaam||HTDC
HUEC|Entebbe||HUEC
KZAB|Albuquerque|ABQ|KZAB
KZAU|Chicago|CHI|KZAU
KZAU|Chicago|ORD|KZAU
KZBW|Boston|BOS|KZBW
KZDC|Washington|DC|KZDC
KZDC|Washington|WAS|KZDC
KZDV|Denver|DEN|KZDV
KZFW|Fort Worth|FTW|KZFW
KZHU|Houston|HOU|KZHU
KZID|Indianapolis|IND|KZID
KZJX|Jacksonville|JAX|KZJX
KZJX-P|Jacksonville (Panhandle)|JAX_P|KZJX-P
KZJX-C|Jacksonville (Central)|JAX_C|KZJX-C
KZJX-A|Jacksonville (Atlantic)|JAX_A|KZJX-A
KZKC|Kansas City|MCI|KZKC
KZKC|Kansas City|KC|KZKC
KZLA|Los Angeles|LAX|KZLA
KZLA|Los Angeles|LA|KZLA
KZLC|Salt Lake City|SLC|KZLC
KZMA|Miami|MIA|KZMA
KZMO|Miami|ZMO|KZMO
KZME|Memphis|MEM|KZME
KZMP|Minneapolis|MSP|KZMP
KZNY-W|New York (West)|NY_W|KZNY-W
KZNY|New York|NY|KZNY
KZNY-BDA|New York - Bermuda TMA|BDA|KZNY-BDA
KZOA|Oakland|OAK|KZOA
KZAK|Oakland Oceanic|ZAK|KZAK
KZAK|Oakland Oceanic|OO|KZAK
KZAK|Oakland Oceanic|OOR|KZAK
KZAK|Oakland Oceanic|OORO|KZAK
KZA1|San Francisco Oceanic|SF|KZAK
KZA1|San Francisco Oceanic|SFR|KZAK
KZA1|San Francisco Oceanic|SFRO|KZAK
KZOB|Cleveland|CLE|KZOB
KZSE|Seattle|SEA|KZSE
KZTL|Atlanta|ATL|KZTL
LAAA|Tirana||LAAA
LBSR|Sofia||LBSR
LBSR-E|Sofia (East Sector) - Sofia|LBSR_E|LBSR-E
LBSR-V|Sofia (Varna Sector) - Sofia|LBSR_V|LBSR-V
LBSR-B|Sofia (Black Sea Sector) - Sofia|LBSR_B|LBSR-B
LCCC|Nicosia||LCCC
LCCC-E|Nicosia-East|LCCC_E|LCCC-E
LCCC-S2|Nicosia-South2|LCCC_S2|LCCC-S2
LCCC-S1|Nicosia-South1|LCCC_S1|LCCC-S1
LCCC-W|Nicosia-West|LCCC_W|LCCC-W
LDZO|Zagreb||LDZO
LECB|Barcelona|LEBL|LECB
LECB-W|Barcelona (Combined West) - Barcelona|LECB_RW|LECB-W
LECB-E|Barcelona (Combined East) - Barcelona|LECB_RE|LECB-E
LECB-S|Barcelona (Combined South) - Barcelona|LECB_RS|LECB-S
